order_id,customer_id,customer_name,customer_segment,customer_type,first_purchase_date,last_purchase_date,product_id,product_name,category,sub_category,brand,order_date,quantity,unit_price,discount_pct,sales_channel,payment_method,sales_rep,region,operating_expenses,cash_balance,debt_balance,monthly_burn,churn_flag,gross_revenue,net_revenue,cogs_pct,cost_of_goods_sold,gross_profit,order_year,order_month,order_quarter,order_month_year,margin_pct
10017,P1015,Ana Pereira,Corporate,New,2022-11-25,2025-02-20,P1015,Ideapad 5,Electronics,Laptops,Lenovo,2025-02-20,1,790.29,0.2,Retail,Credit Card,Camila,West,150.55,18584.35,4993.21,310.34,1,790.29,632.232,0.85,671.7465,-39.5145,2025,2,1,2025-02,-6.25
10018,P1016,João Pereira,Consumer,New,2022-09-10,2025-10-23,P1016,Macbook Air M2,Electronics,Laptops,Apple,2025-10-23,2,1327.13,0.0,Online,Credit Card,Ana,West,196.75,13447.3,3703.53,423.86,1,2654.26,2654.26,0.85,2256.121,398.1390000000001,2025,10,4,2025-10,15.000000000000002
10019,P1003,João Pereira,Consumer,New,2022-12-06,2024-02-10,P1003,Ipad Mini,Electronics,Tablets,Apple,2024-02-10,1,588.77,0.05,Retail,Cash,Camila,Central,198.43,7434.4,2045.28,132.64,1,588.77,559.3315,0.75,441.5775,117.75400000000002,2024,2,1,2024-02,21.052631578947373
10020,P1017,Beatriz Souza,Consumer,New,2023-01-22,2025-08-26,P1017,Charge 5,Electronics,Audio,Jbl,2025-08-26,2,191.13,0.1,Online,Debit Card,Diego,East,40.02,14369.78,1316.48,242.46,0,382.26,344.034,0.7,267.582,76.452,2025,8,3,2025-08,22.22222222222222
10021,P1013,Renato Oliveira,Consumer,New,2023-05-21,2025-10-06,P1013,Wf-1000Xm5,Electronics,Audio,Sony,2025-10-06,1,268.79,0.0,Online,Credit Card,Camila,South,186.33,9953.75,5152.38,338.34,0,268.79,268.79,0.7,188.153,80.63700000000003,2025,10,4,2025-10,30.00000000000001
10022,P1016,Mateus Barbosa,Smb,New,2023-09-10,2024-10-12,P1016,Macbook Air M2,Electronics,Laptops,Apple,2024-10-12,1,1283.17,0.1,Retail,Cash,Bruno,East,70.51,13068.12,3694.25,247.73,0,1283.17,1154.853,0.85,1090.6945,64.1585,2024,10,4,2024-10,5.555555555555555
10023,P1005,Rafael Mendes,Smb,New,2022-07-17,2025-06-16,P1005,Latitude 5440,Electronics,Laptops,Dell,2025-06-16,1,1242.09,0.2,Online,Credit Card,Camila,South,285.28,11921.57,2899.66,319.51,1,1242.09,993.672,0.85,1055.7765,-62.104499999999916,2025,6,2,2025-06,-6.249999999999992
10024,P1005,Renato Barbosa,Smb,New,2023-09-05,2025-04-15,P1005,Latitude 5440,Electronics,Laptops,Dell,2025-04-15,1,1131.15,0.1,Online,Cash,Eduardo,West,13.01,14128.07,900.62,92.77,0,1131.15,1018.0350000000001,0.85,961.4775000000001,56.557500000000005,2025,4,2,2025-04,5.555555555555555
10025,P1018,Aline Silva,Consumer,New,2023-10-28,2024-10-10,P1018,Macbook Pro 14,Electronics,Laptops,Apple,2024-10-10,1,1973.57,0.0,Retail,Debit Card,Diego,Central,45.29,7720.37,3854.6,68.69,0,1973.57,1973.57,0.85,1677.5345,296.03549999999996,2024,10,4,2024-10,15.0
10026,P1006,Igor Mendes,Consumer,New,2022-08-16,2024-02-12,P1006,Iphone 15,Electronics,Smartphones,Apple,2024-02-12,2,963.41,0.05,Online,Debit Card,Diego,South,24.3,8805.63,3036.32,309.82,0,1926.82,1830.4789999999998,0.8,1541.4560000000001,289.0229999999997,2024,2,1,2024-02,15.789473684210511
10027,P1018,Igor Mendes,Consumer,New,2023-01-14,2024-10-10,P1018,Macbook Pro 14,Electronics,Laptops,Apple,2024-10-10,1,1916.06,0.0,Online,Debit Card,Eduardo,East,270.96,9135.98,4940.21,139.3,0,1916.06,1916.06,0.85,1628.6509999999998,287.4090000000001,2024,10,4,2024-10,15.000000000000005
10028,P1001,Rafael Teixeira,Consumer,New,2023-07-27,2024-07-27,P1001,Mx Keys S,Electronics,Peripherals,Logitech,2024-07-27,2,100.58,0.0,Online,Debit Card,Camila,West,50.37,16439.08,4719.93,334.53,0,201.16,201.16,0.5,100.58,100.58,2024,7,3,2024-07,50.0
10029,P1019,Rafael Araújo,Corporate,New,2022-10-01,2024-08-13,P1019,Thinkpad E14,Electronics,Laptops,Lenovo,2024-08-13,1,1011.64,0.1,Online,Cash,Diego,West,77.72,15088.84,5060.36,343.96,1,1011.64,910.476,0.85,859.894,50.581999999999994,2024,8,3,2024-08,5.5555555555555545
10030,P1020,João Gomes,Corporate,New,2022-08-30,2025-01-28,P1020,Legion Slim 5,Electronics,Laptops,Lenovo,2025-01-28,2,1455.12,0.0,Retail,Credit Card,Diego,West,255.19,14607.89,2448.93,201.48,0,2910.24,2910.24,0.85,2473.7039999999997,436.53600000000006,2025,1,1,2025-01,15.000000000000002
10031,P1021,Rafael Teixeira,Consumer,New,2022-07-12,2025-09-13,P1021,Tune 770Nc,Electronics,Audio,Jbl,2025-09-13,1,140.53,0.0,Retail,Debit Card,Bruno,West,75.8,9306.3,4472.78,246.8,1,140.53,140.53,0.7,98.371,42.159000000000006,2025,9,3,2025-09,30.000000000000004
10032,P1001,Mateus Teixeira,Consumer,New,2023-04-18,2025-09-06,P1001,Mx Keys S,Electronics,Peripherals,Logitech,2025-09-06,3,117.03,0.1,Online,Debit Card,Ana,West,231.63,10317.87,671.68,304.68,0,351.09000000000003,315.98100000000005,0.5,175.54500000000002,140.43600000000004,2025,9,3,2025-09,44.44444444444445
10033,P1022,João Rocha,Consumer,New,2022-08-16,2025-04-01,P1022,Xps 13,Electronics,Laptops,Dell,2025-04-01,2,1213.67,0.0,Online,Credit Card,Camila,West,60.69,6049.74,3948.17,233.2,1,2427.34,2427.34,0.85,2063.239,364.1010000000001,2025,4,2,2025-04,15.000000000000005
10034,P1014,Pedro Costa,Consumer,New,2022-10-31,2025-01-25,P1014,Wh-1000Xm5,Electronics,Audio,Sony,2025-01-25,1,342.72,0.0,Retail,Credit Card,Eduardo,North,89.12,8382.3,1127.07,346.8,0,342.72,342.72,0.7,239.904,102.81600000000003,2025,1,1,2025-01,30.000000000000004
10035,P1022,Sofia Mendes,Consumer,New,2023-03-04,2024-07-09,P1022,Xps 13,Electronics,Laptops,Dell,2024-07-09,1,1259.84,0.05,Online,Credit Card,Ana,Central,213.62,17008.59,2708.1,55.07,0,1259.84,1196.848,0.85,1070.8639999999998,125.98400000000015,2024,7,3,2024-07,10.526315789473697
10036,P1002,Gabriel Costa,Consumer,New,2022-10-28,2025-03-09,P1002,Redmi Note 13,Electronics,Smartphones,Xiaomi,2025-03-09,2,334.27,0.15,Online,Debit Card,Ana,North,94.87,13824.02,1179.51,87.73,0,668.54,568.2589999999999,0.8,534.832,33.42699999999991,2025,3,1,2025-03,5.882352941176455
10037,P1005,Larissa Martins,Smb,New,2023-08-14,2024-07-02,P1005,Latitude 5440,Electronics,Laptops,Dell,2024-07-02,1,1281.9,0.0,Online,Cash,Camila,Central,262.5,13213.87,2144.34,159.83,1,1281.9,1281.9,0.85,1089.615,192.28500000000008,2024,7,3,2024-07,15.000000000000005
10038,P1023,Sofia Souza,Consumer,New,2023-08-22,2024-06-08,P1023,Galaxy A55,Electronics,Smartphones,Samsung,2024-06-08,2,478.4,0.1,Online,Debit Card,Diego,South,152.12,5515.42,958.65,345.94,0,956.8,861.12,0.8,765.44,95.67999999999995,2024,6,2,2024-06,11.111111111111105
10039,P1014,Thiago Mendes,Consumer,New,2023-01-13,2025-01-21,P1014,Wh-1000Xm5,Electronics,Audio,Sony,2025-01-21,1,317.8,0.05,Online,Debit Card,Eduardo,Central,235.68,10542.42,422.41,365.79,0,317.8,301.91,0.7,222.46,79.45000000000002,2025,1,1,2025-01,26.315789473684216
10040,P1024,Carlos Martins,Consumer,New,2023-06-12,2025-08-14,P1024,Galaxy Tab S9 Fe,Electronics,Tablets,Samsung,2025-08-14,2,570.9,0.15,Online,Credit Card,Eduardo,West,50.88,8289.14,4372.93,97.11,0,1141.8,970.53,0.75,856.3499999999999,114.18000000000006,2025,8,3,2025-08,11.764705882352947
10041,P1010,Patrícia Costa,Consumer,New,2023-03-29,2025-02-26,P1010,Brio 500,Electronics,Peripherals,Logitech,2025-02-26,1,124.86,0.0,Online,Debit Card,Bruno,West,250.72,7157.41,5528.79,226.55,0,124.86,124.86,0.5,62.43,62.43,2025,2,1,2025-02,50.0
10042,P1025,Lucas Barbosa,Corporate,New,2023-07-17,2025-10-26,P1025,Usb-C Dock G5,Electronics,Peripherals,Hp,2025-10-26,3,195.7,0.0,Retail,Cash,Camila,West,134.97,6254.26,340.19,206.08,0,587.0999999999999,587.0999999999999,0.5,293.54999999999995,293.54999999999995,2025,10,4,2025-10,50.0
10043,P1026,Renato Gomes,Consumer,New,2022-09-23,2024-09-08,P1026,Inspiron 15,Electronics,Laptops,Dell,2024-09-08,2,796.58,0.2,Online,Credit Card,Diego,West,285.21,5835.03,943.3,381.5,0,1593.16,1274.5280000000002,0.85,1354.186,-79.65799999999967,2024,9,3,2024-09,-6.249999999999973
10044,P1018,Mariana Araújo,Consumer,New,2023-03-07,2025-05-03,P1018,Macbook Pro 14,Electronics,Laptops,Apple,2025-05-03,1,2152.96,0.15,Online,Credit Card,Camila,Central,63.11,16949.36,286.2,128.52,0,2152.96,1830.016,0.85,1830.016,0.0,2025,5,2,2025-05,0.0
10045,P1014,Fernanda Pereira,Consumer,New,2023-08-30,2025-06-05,P1014,Wh-1000Xm5,Electronics,Audio,Sony,2025-06-05,1,330.11,0.0,Online,Debit Card,Diego,East,203.51,10163.26,4118.74,103.2,0,330.11,330.11,0.7,231.077,99.03300000000002,2025,6,2,2025-06,30.000000000000004
10046,P1021,Renato Oliveira,Consumer,Returning,2023-05-21,2025-10-06,P1021,Tune 770Nc,Electronics,Audio,Jbl,2025-03-19,2,137.94,0.15,Online,Debit Card,Ana,South,299.35,10012.57,5318.89,338.34,0,275.88,234.498,0.7,193.11599999999999,41.382000000000005,2025,3,1,2025-03,17.647058823529417
10047,P1027,Ana Martins,Smb,New,2023-04-25,2024-05-27,P1027,320K Keyboard,Electronics,Peripherals,Hp,2024-05-27,1,41.59,0.0,Online,Credit Card,Ana,North,105.3,15557.68,3416.45,267.26,0,41.59,41.59,0.5,20.795,20.795,2024,5,2,2024-05,50.0
10048,P1023,Ana Oliveira,Corporate,New,2023-06-12,2025-07-14,P1023,Galaxy A55,Electronics,Smartphones,Samsung,2025-07-14,1,538.16,0.0,Retail,Credit Card,Ana,East,235.99,7153.63,4411.0,405.88,1,538.16,538.16,0.8,430.528,107.63199999999995,2025,7,3,2025-07,19.999999999999993
10049,P1028,Rafael Mendes,Consumer,New,2023-02-02,2024-03-22,P1028,Galaxy Tab S9,Electronics,Tablets,Samsung,2024-03-22,1,943.83,0.05,Online,Credit Card,Diego,East,189.73,10804.25,222.0,180.87,0,943.83,896.6385,0.75,707.8725000000001,188.76599999999996,2024,3,1,2024-03,21.052631578947363
10050,P1016,Ana Rocha,Smb,New,2022-10-30,2025-06-23,P1016,Macbook Air M2,Electronics,Laptops,Apple,2025-06-23,1,1336.82,0.1,Online,Credit Card,Eduardo,South,81.67,14622.29,3663.68,227.06,1,1336.82,1203.138,0.85,1136.297,66.8409999999999,2025,6,2,2025-06,5.5555555555555465
10051,P1029,Aline Teixeira,Consumer,New,2023-04-15,2025-02-18,P1029,Galaxy Tab A9+,Electronics,Tablets,Samsung,2025-02-18,1,303.39,0.15,Online,Cash,Eduardo,South,272.1,8219.21,872.79,361.83,1,303.39,257.88149999999996,0.75,227.5425,30.33899999999997,2025,2,1,2025-02,11.764705882352931
10052,P1003,Lucas Pereira,Consumer,New,2023-02-05,2025-07-09,P1003,Ipad Mini,Electronics,Tablets,Apple,2025-07-09,1,590.63,0.05,Online,Credit Card,Bruno,South,203.9,15897.19,3970.86,91.48,1,590.63,561.0985,0.75,442.97249999999997,118.12599999999998,2025,7,3,2025-07,21.052631578947366
10053,P1015,Igor Lima,Smb,New,2022-12-13,2025-02-19,P1015,Ideapad 5,Electronics,Laptops,Lenovo,2025-02-19,1,754.77,0.05,Online,Cash,Ana,East,84.59,8490.76,599.47,449.02,0,754.77,717.0314999999999,0.85,641.5545,75.47699999999998,2025,2,1,2025-02,10.526315789473681
10054,P1021,Mateus Costa,Consumer,New,2023-03-11,2024-08-28,P1021,Tune 770Nc,Electronics,Audio,Jbl,2024-08-28,1,151.64,0.0,Online,Credit Card,Diego,North,43.0,8741.5,1826.22,336.08,0,151.64,151.64,0.7,106.14799999999998,45.492000000000004,2024,8,3,2024-08,30.000000000000004
10055,P1030,Beatriz Lima,Consumer,New,2023-11-10,2025-12-15,P1030,Flip 6,Electronics,Audio,Jbl,2025-12-15,2,139.15,0.0,Online,Credit Card,Camila,East,217.15,13020.91,2225.36,348.6,0,278.3,278.3,0.7,194.81,83.49000000000001,2025,12,4,2025-12,30.000000000000004
10056,P1020,João Pereira,Corporate,New,2022-08-29,2024-03-25,P1020,Legion Slim 5,Electronics,Laptops,Lenovo,2024-03-25,3,1424.6,0.15,Online,Credit Card,Diego,West,45.12,10692.61,5493.26,355.72,0,4273.799999999999,3632.729999999999,0.85,3632.729999999999,0.0,2024,3,1,2024-03,0.0
10057,P1002,Aline Teixeira,Consumer,New,2022-12-27,2024-05-21,P1002,Redmi Note 13,Electronics,Smartphones,Xiaomi,2024-05-21,1,354.93,0.0,Online,Debit Card,Ana,West,198.8,13630.96,2716.81,366.17,0,354.93,354.93,0.8,283.944,70.98599999999999,2024,5,2,2024-05,19.999999999999996
10058,P1020,Vanessa Lima,Consumer,New,2022-08-28,2025-04-29,P1020,Legion Slim 5,Electronics,Laptops,Lenovo,2025-04-29,1,1367.38,0.05,Online,Debit Card,Diego,West,260.55,11470.6,2137.03,302.12,0,1367.38,1299.011,0.85,1162.2730000000001,136.73799999999983,2025,4,2,2025-04,10.52631578947367
10059,P1014,Sofia Alves,Consumer,New,2023-09-26,2025-04-17,P1014,Wh-1000Xm5,Electronics,Audio,Sony,2025-04-17,1,310.85,0.0,Online,Credit Card,Ana,West,50.84,12989.45,3987.05,122.95,0,310.85,310.85,0.7,217.595,93.25500000000002,2025,4,2,2025-04,30.000000000000004
10060,P1025,Larissa Gomes,Consumer,New,2023-01-31,2025-05-08,P1025,Usb-C Dock G5,Electronics,Peripherals,Hp,2025-05-08,1,186.98,0.1,Retail,Debit Card,Eduardo,East,300.73,13436.23,2647.44,185.81,0,186.98,168.28199999999998,0.5,93.49,74.79199999999999,2025,5,2,2025-05,44.44444444444444
10061,P1026,Pedro Barbosa,Smb,New,2023-11-12,2024-12-19,P1026,Inspiron 15,Electronics,Laptops,Dell,2024-12-19,1,692.84,0.15,Online,Credit Card,Diego,West,214.77,7186.35,205.58,102.48,0,692.84,588.914,0.85,588.914,0.0,2024,12,4,2024-12,0.0
10062,P1005,Igor Mendes,Consumer,New,2023-01-13,2025-12-25,P1005,Latitude 5440,Electronics,Laptops,Dell,2025-12-25,1,1163.47,0.2,Online,Debit Card,Ana,South,305.92,6960.35,3635.27,330.52,0,1163.47,930.7760000000001,0.85,988.9495,-58.173499999999876,2025,12,4,2025-12,-6.249999999999986
10063,P1004,Mateus Barbosa,Smb,New,2023-06-19,2025-06-09,P1004,Galaxy S24,Electronics,Smartphones,Samsung,2025-06-09,1,964.74,0.2,Online,Credit Card,Ana,East,231.1,6182.85,602.64,236.25,0,964.74,771.792,0.8,771.792,0.0,2025,6,2,2025-06,0.0
10064,P1031,Sofia Teixeira,Smb,New,2023-02-10,2024-08-04,P1031,Xiaomi 14,Electronics,Smartphones,Xiaomi,2024-08-04,1,924.94,0.15,Retail,Credit Card,Diego,Central,318.04,5543.56,1405.14,158.65,0,924.94,786.1990000000001,0.8,739.9520000000001,46.24699999999996,2024,8,3,2024-08,5.882352941176465
10065,P1025,Igor Araújo,Consumer,New,2023-07-25,2025-04-10,P1025,Usb-C Dock G5,Electronics,Peripherals,Hp,2025-04-10,4,201.9,0.0,Retail,Credit Card,Camila,East,17.52,11675.14,887.2,311.25,1,807.6,807.6,0.5,403.8,403.8,2025,4,2,2025-04,50.0
10066,P1022,Vanessa Alves,Smb,New,2023-08-11,2025-09-15,P1022,Xps 13,Electronics,Laptops,Dell,2025-09-15,1,1386.93,0.15,Online,Credit Card,Ana,South,217.88,15981.18,5391.89,163.9,1,1386.93,1178.8905,0.85,1178.8905,0.0,2025,9,3,2025-09,0.0
10067,P1014,Fernanda Mendes,Consumer,New,2022-07-14,2025-04-05,P1014,Wh-1000Xm5,Electronics,Audio,Sony,2025-04-05,1,302.8,0.0,Online,Cash,Eduardo,Central,301.49,6697.49,2103.92,355.01,0,302.8,302.8,0.7,211.96,90.84,2025,4,2,2025-04,30.0
10068,P1027,Thiago Araújo,Smb,New,2022-11-04,2025-09-06,P1027,320K Keyboard,Electronics,Peripherals,Hp,2025-09-06,2,38.98,0.1,Online,Debit Card,Ana,South,297.09,14152.48,3160.45,306.35,0,77.96,70.164,0.5,38.98,31.184000000000005,2025,9,3,2025-09,44.44444444444445
10069,P1014,Beatriz Souza,Consumer,New,2022-10-27,2025-12-02,P1014,Wh-1000Xm5,Electronics,Audio,Sony,2025-12-02,1,319.99,0.0,Online,Credit Card,Camila,South,214.5,8318.5,2154.96,438.46,0,319.99,319.99,0.7,223.993,95.99700000000001,2025,12,4,2025-12,30.000000000000004
10070,P1023,Renato Alves,Consumer,New,2023-09-09,2024-04-09,P1023,Galaxy A55,Electronics,Smartphones,Samsung,2024-04-09,2,482.14,0.3,Online,Debit Card,Ana,South,280.95,12038.27,5451.86,267.83,0,964.28,674.996,0.8,771.424,-96.428,2024,4,2,2024-04,-14.285714285714285
10071,P1006,Mateus Alves,Consumer,New,2023-08-13,2024-04-26,P1006,Iphone 15,Electronics,Smartphones,Apple,2024-04-26,2,973.03,0.05,Retail,Credit Card,Eduardo,North,160.22,18383.25,5061.31,442.26,0,1946.06,1848.7569999999998,0.8,1556.848,291.9089999999999,2024,4,2,2024-04,15.78947368421052
10072,P1032,Pedro Oliveira,Consumer,New,2023-05-20,2025-02-01,P1032,Deathadder V3,Electronics,Peripherals,Razer,2025-02-01,3,79.57,0.0,Online,Cash,Ana,North,61.99,10892.1,3398.84,423.37,0,238.70999999999998,238.70999999999998,0.5,119.35499999999999,119.35499999999999,2025,2,1,2025-02,50.0
10073,P1017,Fernanda Souza,Consumer,New,2022-07-23,2024-12-25,P1017,Charge 5,Electronics,Audio,Jbl,2024-12-25,1,189.12,0.15,Online,Cash,Diego,South,63.6,10668.61,1001.54,369.29,1,189.12,160.752,0.7,132.384,28.368000000000023,2024,12,4,2024-12,17.647058823529424
10074,P1010,Gabriel Pereira,Smb,New,2022-07-20,2024-08-20,P1010,Brio 500,Electronics,Peripherals,Logitech,2024-08-20,3,137.95,0.15,Online,Credit Card,Camila,East,73.33,9751.54,5507.83,425.33,0,413.84999999999997,351.7725,0.5,206.92499999999998,144.8475,2024,8,3,2024-08,41.1764705882353
10075,P1033,Rafael Martins,Consumer,New,2022-08-10,2025-01-16,P1033,Srs-Xb100,Electronics,Audio,Sony,2025-01-16,2,58.2,0.15,Retail,Cash,Ana,South,271.65,13112.57,1040.69,338.94,0,116.4,98.94,0.7,81.48,17.459999999999994,2025,1,1,2025-01,17.647058823529406
10076,P1021,Ana Martins,Corporate,New,2023-11-30,2025-07-20,P1021,Tune 770Nc,Electronics,Audio,Jbl,2025-07-20,4,154.39,0.05,Online,Credit Card,Camila,South,108.11,7476.53,3805.28,401.07,0,617.56,586.6819999999999,0.7,432.2919999999999,154.39,2025,7,3,2025-07,26.315789473684216
10077,P1007,Juliana Mendes,Consumer,New,2022-08-06,2024-05-20,P1007,Iphone 14,Electronics,Smartphones,Apple,2024-05-20,1,839.36,0.3,Online,Cash,Ana,Central,124.05,17746.84,1388.03,184.69,0,839.36,587.552,0.8,671.488,-83.93600000000004,2024,5,2,2024-05,-14.28571428571429
10078,P1034,Igor Gomes,Corporate,New,2023-01-17,2024-07-08,P1034,Iphone 15 Plus,Electronics,Smartphones,Apple,2024-07-08,1,1163.97,0.2,Online,Cash,Camila,North,41.31,12034.01,3458.07,152.08,0,1163.97,931.176,0.8,931.176,0.0,2024,7,3,2024-07,0.0
10079,P1035,Aline Costa,Smb,New,2023-04-18,2024-03-21,P1035,Galaxy S24 Ultra,Electronics,Smartphones,Samsung,2024-03-21,1,1252.55,0.15,Online,Credit Card,Ana,Central,300.04,12369.45,2747.44,63.67,0,1252.55,1064.6675,0.8,1002.04,62.627500000000055,2024,3,1,2024-03,5.8823529411764754
10080,P1013,Rafael Costa,Consumer,New,2023-11-12,2024-02-11,P1013,Wf-1000Xm5,Electronics,Audio,Sony,2024-02-11,1,295.87,0.0,Online,Debit Card,Bruno,North,41.05,15632.36,5157.87,105.73,0,295.87,295.87,0.7,207.10899999999998,88.76100000000002,2024,2,1,2024-02,30.00000000000001
10081,P1034,Ana Ribeiro,Corporate,New,2023-08-05,2025-07-08,P1034,Iphone 15 Plus,Electronics,Smartphones,Apple,2025-07-08,1,1039.0,0.2,Retail,Credit Card,Camila,South,69.02,13960.44,2799.8,230.33,0,1039.0,831.2,0.8,831.2,0.0,2025,7,3,2025-07,0.0
10082,P1013,Igor Pereira,Consumer,New,2022-11-05,2024-08-11,P1013,Wf-1000Xm5,Electronics,Audio,Sony,2024-08-11,2,262.33,0.1,Retail,Debit Card,Bruno,West,13.63,13372.33,2866.69,297.14,0,524.66,472.19399999999996,0.7,367.26199999999994,104.93200000000002,2024,8,3,2024-08,22.222222222222225
10083,P1001,Gabriel Silva,Consumer,New,2022-08-11,2025-07-14,P1001,Mx Keys S,Electronics,Peripherals,Logitech,2025-07-14,1,107.77,0.1,Online,Cash,Camila,East,53.95,16361.68,665.13,423.04,0,107.77,96.993,0.5,53.885,43.108,2025,7,3,2025-07,44.44444444444444
